Channel Metadata:
Channel Name,Channel GUID,Channel Type
EMG 1,f053b16a-b70e-4bc3-a000-849da41e8a2e,EMG
IMP 1,1c290baa-363a-4974-8020-7faa6eee86a3,SkinCheck
EMG 1,973f56c8-c42c-4556-88f9-19b96ce73b1a,EMG
IMP 1,263edfd6-0ee6-46ca-be93-46ef83ca6706,SkinCheck
ORIENTATION W,03e37f42-64ed-4ca3-bbb6-9bdad78bda2d,ORIENTATION
ORIENTATION X,03f7c038-cd9d-48d5-bb9a-4f9afacdcdd0,ORIENTATION
ORIENTATION Y,962b0919-cbd8-4849-beb2-5001c7157179,ORIENTATION
ORIENTATION Z,d38b16ff-5dd3-4be3-a67b-0697a663f809,ORIENTATION
ORIENTATION ACCURACY,d68ff059-5269-47b9-b3ac-0cd8e5188d5c,ACCURACY

channel_guid,time_point,value
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0264375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.019086207,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.027,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.019551724,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0275625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.020017241,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.028125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.020482759,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0286875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.020948276,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.02925,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.021413793,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0298125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.02187931,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.030375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.022344828,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0309375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.022810345,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0315,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.023275862,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0320625,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.032625,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0331875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.023741379,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.024206897,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.024672414,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.03375,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0343125,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.034875,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0354375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.025137931,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.036,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.025603448,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0365625,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.037125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.026068966,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0376875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.026534483,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.03825,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.027,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0388125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.027465517,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.039375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.027931034,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0399375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.028396552,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0405,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.028862069,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0410625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.029327586,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.029793103,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.041625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.030258621,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0421875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.030724138,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.04275,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.031189655,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0433125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.031655172,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.043875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.03212069,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0444375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.032586207,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.045,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.033051724,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0455625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.033517241,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.046125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.033982759,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0466875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.034448276,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.04725,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.034913793,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0478125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.03537931,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.048375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.035844828,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0489375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.036310345,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.036775862,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0495,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.037241379,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0500625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.037706897,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.050625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.038172414,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0511875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.038637931,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.05175,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.039103448,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0523125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.039568966,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.052875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.040034483,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0534375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.0405,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.054,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.040965517,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0545625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.041431034,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.055125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.041896552,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0556875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.042362069,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.05625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.042827586,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0568125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.043293103,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.057375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.043758621,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0579375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.044224138,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0585,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.044689655,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0590625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.045155172,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.059625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.04562069,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0601875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.046086207,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.06075,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.046551724,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0613125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.047017241,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.061875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.047482759,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0624375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.047948276,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.063,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.048413793,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0635625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.04887931,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.064125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.049344828,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0646875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.049810345,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.06525,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.050275862,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0658125,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.066375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.050741379,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0669375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.051206897,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0675,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.051672414,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.052137931,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0680625,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.068625,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0691875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.052603448,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.06975,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.053068966,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0703125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.053534483,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.070875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.054,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0714375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.054465517,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.054931034,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.072,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.055396552,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0725625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.055862069,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.073125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.056327586,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0736875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.056793103,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.07425,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.057258621,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0748125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.057724138,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.075375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.058189655,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0759375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.058655172,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0765,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.05912069,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0770625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.059586207,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.077625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.060051724,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0781875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.060517241,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.07875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.060982759,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0793125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.061448276,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.079875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.061913793,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0804375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.06237931,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.062844828,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.081,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.063310345,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0815625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.063775862,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.082125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.064241379,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0826875,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.08325,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.064706897,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.065172414,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0838125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.065637931,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.066103448,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.084375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.066568966,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.067034483,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0849375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.0675,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0855,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.067965517,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0860625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.068431034,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.086625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.068896552,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0871875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.069362069,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.08775,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0883125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.069827586,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.088875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.070293103,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0894375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.070758621,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.09,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.071224138,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0905625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.071689655,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.091125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.072155172,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0916875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.07262069,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.09225,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.073086207,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0928125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.073551724,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.093375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.074017241,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0939375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.074482759,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0945,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.074948276,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0950625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.075413793,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.095625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.07587931,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0961875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.076344828,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.09675,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.076810345,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0973125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.077275862,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.097875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.077741379,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0984375,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.078206897,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.078672414,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.079137931,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.099,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.079603448,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.0995625,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.080068966,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.100125,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.1006875,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.080534483,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.10125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.081,0.0
973f56c8-c42c-4556-88f9-19b96ce73b1a,0.1018125,0.0
f053b16a-b70e-4bc3-a000-849da41e8a2e,0.081465517,0.0
